n_start,step,value,nu2,delta_nu2
1,0,1,0,
2,0,2,1,
2,1,1,0,-1.0
3,0,3,0,
3,1,10,1,1.0
3,2,5,0,-1.0
3,3,16,4,4.0
3,4,8,3,-1.0
3,5,4,2,-1.0
3,6,2,1,-1.0
3,7,1,0,-1.0
4,0,4,2,
4,1,2,1,-1.0
4,2,1,0,-1.0
5,0,5,0,
5,1,16,4,4.0
5,2,8,3,-1.0
5,3,4,2,-1.0
5,4,2,1,-1.0
5,5,1,0,-1.0
6,0,6,1,
6,1,3,0,-1.0
6,2,10,1,1.0
6,3,5,0,-1.0
6,4,16,4,4.0
6,5,8,3,-1.0
6,6,4,2,-1.0
6,7,2,1,-1.0
6,8,1,0,-1.0
7,0,7,0,
7,1,22,1,1.0
7,2,11,0,-1.0
7,3,34,1,1.0
7,4,17,0,-1.0
7,5,52,2,2.0
7,6,26,1,-1.0
7,7,13,0,-1.0
7,8,40,3,3.0
7,9,20,2,-1.0
7,10,10,1,-1.0
7,11,5,0,-1.0
7,12,16,4,4.0
7,13,8,3,-1.0
7,14,4,2,-1.0
7,15,2,1,-1.0
7,16,1,0,-1.0
8,0,8,3,
8,1,4,2,-1.0
8,2,2,1,-1.0
8,3,1,0,-1.0
9,0,9,0,
9,1,28,2,2.0
9,2,14,1,-1.0
9,3,7,0,-1.0
9,4,22,1,1.0
9,5,11,0,-1.0
9,6,34,1,1.0
9,7,17,0,-1.0
9,8,52,2,2.0
9,9,26,1,-1.0
9,10,13,0,-1.0
9,11,40,3,3.0
9,12,20,2,-1.0
9,13,10,1,-1.0
9,14,5,0,-1.0
9,15,16,4,4.0
9,16,8,3,-1.0
9,17,4,2,-1.0
9,18,2,1,-1.0
9,19,1,0,-1.0
10,0,10,1,
10,1,5,0,-1.0
10,2,16,4,4.0
10,3,8,3,-1.0
10,4,4,2,-1.0
10,5,2,1,-1.0
10,6,1,0,-1.0
11,0,11,0,
11,1,34,1,1.0
11,2,17,0,-1.0
11,3,52,2,2.0
11,4,26,1,-1.0
11,5,13,0,-1.0
11,6,40,3,3.0
11,7,20,2,-1.0
11,8,10,1,-1.0
11,9,5,0,-1.0
11,10,16,4,4.0
11,11,8,3,-1.0
11,12,4,2,-1.0
11,13,2,1,-1.0
11,14,1,0,-1.0
12,0,12,2,
12,1,6,1,-1.0
12,2,3,0,-1.0
12,3,10,1,1.0
12,4,5,0,-1.0
12,5,16,4,4.0
12,6,8,3,-1.0
12,7,4,2,-1.0
12,8,2,1,-1.0
12,9,1,0,-1.0
13,0,13,0,
13,1,40,3,3.0
13,2,20,2,-1.0
13,3,10,1,-1.0
13,4,5,0,-1.0
13,5,16,4,4.0
13,6,8,3,-1.0
13,7,4,2,-1.0
13,8,2,1,-1.0
13,9,1,0,-1.0
14,0,14,1,
14,1,7,0,-1.0
14,2,22,1,1.0
14,3,11,0,-1.0
14,4,34,1,1.0
14,5,17,0,-1.0
14,6,52,2,2.0
14,7,26,1,-1.0
14,8,13,0,-1.0
14,9,40,3,3.0
14,10,20,2,-1.0
14,11,10,1,-1.0
14,12,5,0,-1.0
14,13,16,4,4.0
14,14,8,3,-1.0
14,15,4,2,-1.0
14,16,2,1,-1.0
14,17,1,0,-1.0
15,0,15,0,
15,1,46,1,1.0
15,2,23,0,-1.0
15,3,70,1,1.0
15,4,35,0,-1.0
15,5,106,1,1.0
15,6,53,0,-1.0
15,7,160,5,5.0
15,8,80,4,-1.0
15,9,40,3,-1.0
15,10,20,2,-1.0
15,11,10,1,-1.0
15,12,5,0,-1.0
15,13,16,4,4.0
15,14,8,3,-1.0
15,15,4,2,-1.0
15,16,2,1,-1.0
15,17,1,0,-1.0
16,0,16,4,
16,1,8,3,-1.0
16,2,4,2,-1.0
16,3,2,1,-1.0
16,4,1,0,-1.0
17,0,17,0,
17,1,52,2,2.0
17,2,26,1,-1.0
17,3,13,0,-1.0
17,4,40,3,3.0
17,5,20,2,-1.0
17,6,10,1,-1.0
17,7,5,0,-1.0
17,8,16,4,4.0
17,9,8,3,-1.0
17,10,4,2,-1.0
17,11,2,1,-1.0
17,12,1,0,-1.0
18,0,18,1,
18,1,9,0,-1.0
18,2,28,2,2.0
18,3,14,1,-1.0
18,4,7,0,-1.0
18,5,22,1,1.0
18,6,11,0,-1.0
18,7,34,1,1.0
18,8,17,0,-1.0
18,9,52,2,2.0
18,10,26,1,-1.0
18,11,13,0,-1.0
18,12,40,3,3.0
18,13,20,2,-1.0
18,14,10,1,-1.0
18,15,5,0,-1.0
18,16,16,4,4.0
18,17,8,3,-1.0
18,18,4,2,-1.0
18,19,2,1,-1.0
18,20,1,0,-1.0
19,0,19,0,
19,1,58,1,1.0
19,2,29,0,-1.0
19,3,88,3,3.0
19,4,44,2,-1.0
19,5,22,1,-1.0
19,6,11,0,-1.0
19,7,34,1,1.0
19,8,17,0,-1.0
19,9,52,2,2.0
19,10,26,1,-1.0
19,11,13,0,-1.0
19,12,40,3,3.0
19,13,20,2,-1.0
19,14,10,1,-1.0
19,15,5,0,-1.0
19,16,16,4,4.0
19,17,8,3,-1.0
19,18,4,2,-1.0
19,19,2,1,-1.0
19,20,1,0,-1.0
20,0,20,2,
20,1,10,1,-1.0
20,2,5,0,-1.0
20,3,16,4,4.0
20,4,8,3,-1.0
20,5,4,2,-1.0
20,6,2,1,-1.0
20,7,1,0,-1.0
21,0,21,0,
21,1,64,6,6.0
21,2,32,5,-1.0
21,3,16,4,-1.0
21,4,8,3,-1.0
21,5,4,2,-1.0
21,6,2,1,-1.0
21,7,1,0,-1.0
22,0,22,1,
22,1,11,0,-1.0
22,2,34,1,1.0
22,3,17,0,-1.0
22,4,52,2,2.0
22,5,26,1,-1.0
22,6,13,0,-1.0
22,7,40,3,3.0
22,8,20,2,-1.0
22,9,10,1,-1.0
22,10,5,0,-1.0
22,11,16,4,4.0
22,12,8,3,-1.0
22,13,4,2,-1.0
22,14,2,1,-1.0
22,15,1,0,-1.0
23,0,23,0,
23,1,70,1,1.0
23,2,35,0,-1.0
23,3,106,1,1.0
23,4,53,0,-1.0
23,5,160,5,5.0
23,6,80,4,-1.0
23,7,40,3,-1.0
23,8,20,2,-1.0
23,9,10,1,-1.0
23,10,5,0,-1.0
23,11,16,4,4.0
23,12,8,3,-1.0
23,13,4,2,-1.0
23,14,2,1,-1.0
23,15,1,0,-1.0
24,0,24,3,
24,1,12,2,-1.0
24,2,6,1,-1.0
24,3,3,0,-1.0
24,4,10,1,1.0
24,5,5,0,-1.0
24,6,16,4,4.0
24,7,8,3,-1.0
24,8,4,2,-1.0
24,9,2,1,-1.0
24,10,1,0,-1.0
25,0,25,0,
25,1,76,2,2.0
25,2,38,1,-1.0
25,3,19,0,-1.0
25,4,58,1,1.0
25,5,29,0,-1.0
25,6,88,3,3.0
25,7,44,2,-1.0
25,8,22,1,-1.0
25,9,11,0,-1.0
25,10,34,1,1.0
25,11,17,0,-1.0
25,12,52,2,2.0
25,13,26,1,-1.0
25,14,13,0,-1.0
25,15,40,3,3.0
25,16,20,2,-1.0
25,17,10,1,-1.0
25,18,5,0,-1.0
25,19,16,4,4.0
25,20,8,3,-1.0
25,21,4,2,-1.0
25,22,2,1,-1.0
25,23,1,0,-1.0
26,0,26,1,
26,1,13,0,-1.0
26,2,40,3,3.0
26,3,20,2,-1.0
26,4,10,1,-1.0
26,5,5,0,-1.0
26,6,16,4,4.0
26,7,8,3,-1.0
26,8,4,2,-1.0
26,9,2,1,-1.0
26,10,1,0,-1.0
27,0,27,0,
27,1,82,1,1.0
27,2,41,0,-1.0
27,3,124,2,2.0
27,4,62,1,-1.0
27,5,31,0,-1.0
27,6,94,1,1.0
27,7,47,0,-1.0
27,8,142,1,1.0
27,9,71,0,-1.0
27,10,214,1,1.0
27,11,107,0,-1.0
27,12,322,1,1.0
27,13,161,0,-1.0
27,14,484,2,2.0
27,15,242,1,-1.0
27,16,121,0,-1.0
27,17,364,2,2.0
27,18,182,1,-1.0
27,19,91,0,-1.0
27,20,274,1,1.0
27,21,137,0,-1.0
27,22,412,2,2.0
27,23,206,1,-1.0
27,24,103,0,-1.0
27,25,310,1,1.0
27,26,155,0,-1.0
27,27,466,1,1.0
27,28,233,0,-1.0
27,29,700,2,2.0
27,30,350,1,-1.0
27,31,175,0,-1.0
27,32,526,1,1.0
27,33,263,0,-1.0
27,34,790,1,1.0
27,35,395,0,-1.0
27,36,1186,1,1.0
27,37,593,0,-1.0
27,38,1780,2,2.0
27,39,890,1,-1.0
27,40,445,0,-1.0
27,41,1336,3,3.0
27,42,668,2,-1.0
27,43,334,1,-1.0
27,44,167,0,-1.0
27,45,502,1,1.0
27,46,251,0,-1.0
27,47,754,1,1.0
27,48,377,0,-1.0
27,49,1132,2,2.0
27,50,566,1,-1.0
27,51,283,0,-1.0
27,52,850,1,1.0
27,53,425,0,-1.0
27,54,1276,2,2.0
27,55,638,1,-1.0
27,56,319,0,-1.0
27,57,958,1,1.0
27,58,479,0,-1.0
27,59,1438,1,1.0
27,60,719,0,-1.0
27,61,2158,1,1.0
27,62,1079,0,-1.0
27,63,3238,1,1.0
27,64,1619,0,-1.0
27,65,4858,1,1.0
27,66,2429,0,-1.0
27,67,7288,3,3.0
27,68,3644,2,-1.0
27,69,1822,1,-1.0
27,70,911,0,-1.0
27,71,2734,1,1.0
27,72,1367,0,-1.0
27,73,4102,1,1.0
27,74,2051,0,-1.0
27,75,6154,1,1.0
27,76,3077,0,-1.0
27,77,9232,4,4.0
27,78,4616,3,-1.0
27,79,2308,2,-1.0
27,80,1154,1,-1.0
27,81,577,0,-1.0
27,82,1732,2,2.0
27,83,866,1,-1.0
27,84,433,0,-1.0
27,85,1300,2,2.0
27,86,650,1,-1.0
27,87,325,0,-1.0
27,88,976,4,4.0
27,89,488,3,-1.0
27,90,244,2,-1.0
27,91,122,1,-1.0
27,92,61,0,-1.0
27,93,184,3,3.0
27,94,92,2,-1.0
27,95,46,1,-1.0
27,96,23,0,-1.0
27,97,70,1,1.0
27,98,35,0,-1.0
27,99,106,1,1.0
27,100,53,0,-1.0
27,101,160,5,5.0
27,102,80,4,-1.0
27,103,40,3,-1.0
27,104,20,2,-1.0
27,105,10,1,-1.0
27,106,5,0,-1.0
27,107,16,4,4.0
27,108,8,3,-1.0
27,109,4,2,-1.0
27,110,2,1,-1.0
27,111,1,0,-1.0
28,0,28,2,
28,1,14,1,-1.0
28,2,7,0,-1.0
28,3,22,1,1.0
28,4,11,0,-1.0
28,5,34,1,1.0
28,6,17,0,-1.0
28,7,52,2,2.0
28,8,26,1,-1.0
28,9,13,0,-1.0
28,10,40,3,3.0
28,11,20,2,-1.0
28,12,10,1,-1.0
28,13,5,0,-1.0
28,14,16,4,4.0
28,15,8,3,-1.0
28,16,4,2,-1.0
28,17,2,1,-1.0
28,18,1,0,-1.0
29,0,29,0,
29,1,88,3,3.0
29,2,44,2,-1.0
29,3,22,1,-1.0
29,4,11,0,-1.0
29,5,34,1,1.0
29,6,17,0,-1.0
29,7,52,2,2.0
29,8,26,1,-1.0
29,9,13,0,-1.0
29,10,40,3,3.0
29,11,20,2,-1.0
29,12,10,1,-1.0
29,13,5,0,-1.0
29,14,16,4,4.0
29,15,8,3,-1.0
29,16,4,2,-1.0
29,17,2,1,-1.0
29,18,1,0,-1.0
30,0,30,1,
30,1,15,0,-1.0
30,2,46,1,1.0
30,3,23,0,-1.0
30,4,70,1,1.0
30,5,35,0,-1.0
30,6,106,1,1.0
30,7,53,0,-1.0
30,8,160,5,5.0
30,9,80,4,-1.0
30,10,40,3,-1.0
30,11,20,2,-1.0
30,12,10,1,-1.0
30,13,5,0,-1.0
30,14,16,4,4.0
30,15,8,3,-1.0
30,16,4,2,-1.0
30,17,2,1,-1.0
30,18,1,0,-1.0
31,0,31,0,
31,1,94,1,1.0
31,2,47,0,-1.0
31,3,142,1,1.0
31,4,71,0,-1.0
31,5,214,1,1.0
31,6,107,0,-1.0
31,7,322,1,1.0
31,8,161,0,-1.0
31,9,484,2,2.0
31,10,242,1,-1.0
31,11,121,0,-1.0
31,12,364,2,2.0
31,13,182,1,-1.0
31,14,91,0,-1.0
31,15,274,1,1.0
31,16,137,0,-1.0
31,17,412,2,2.0
31,18,206,1,-1.0
31,19,103,0,-1.0
31,20,310,1,1.0
31,21,155,0,-1.0
31,22,466,1,1.0
31,23,233,0,-1.0
31,24,700,2,2.0
31,25,350,1,-1.0
31,26,175,0,-1.0
31,27,526,1,1.0
31,28,263,0,-1.0
31,29,790,1,1.0
31,30,395,0,-1.0
31,31,1186,1,1.0
31,32,593,0,-1.0
31,33,1780,2,2.0
31,34,890,1,-1.0
31,35,445,0,-1.0
31,36,1336,3,3.0
31,37,668,2,-1.0
31,38,334,1,-1.0
31,39,167,0,-1.0
31,40,502,1,1.0
31,41,251,0,-1.0
31,42,754,1,1.0
31,43,377,0,-1.0
31,44,1132,2,2.0
31,45,566,1,-1.0
31,46,283,0,-1.0
31,47,850,1,1.0
31,48,425,0,-1.0
31,49,1276,2,2.0
31,50,638,1,-1.0
31,51,319,0,-1.0
31,52,958,1,1.0
31,53,479,0,-1.0
31,54,1438,1,1.0
31,55,719,0,-1.0
31,56,2158,1,1.0
31,57,1079,0,-1.0
31,58,3238,1,1.0
31,59,1619,0,-1.0
31,60,4858,1,1.0
31,61,2429,0,-1.0
31,62,7288,3,3.0
31,63,3644,2,-1.0
31,64,1822,1,-1.0
31,65,911,0,-1.0
31,66,2734,1,1.0
31,67,1367,0,-1.0
31,68,4102,1,1.0
31,69,2051,0,-1.0
31,70,6154,1,1.0
31,71,3077,0,-1.0
31,72,9232,4,4.0
31,73,4616,3,-1.0
31,74,2308,2,-1.0
31,75,1154,1,-1.0
31,76,577,0,-1.0
31,77,1732,2,2.0
31,78,866,1,-1.0
31,79,433,0,-1.0
31,80,1300,2,2.0
31,81,650,1,-1.0
31,82,325,0,-1.0
31,83,976,4,4.0
31,84,488,3,-1.0
31,85,244,2,-1.0
31,86,122,1,-1.0
31,87,61,0,-1.0
31,88,184,3,3.0
31,89,92,2,-1.0
31,90,46,1,-1.0
31,91,23,0,-1.0
31,92,70,1,1.0
31,93,35,0,-1.0
31,94,106,1,1.0
31,95,53,0,-1.0
31,96,160,5,5.0
31,97,80,4,-1.0
31,98,40,3,-1.0
31,99,20,2,-1.0
31,100,10,1,-1.0
31,101,5,0,-1.0
31,102,16,4,4.0
31,103,8,3,-1.0
31,104,4,2,-1.0
31,105,2,1,-1.0
31,106,1,0,-1.0
32,0,32,5,
32,1,16,4,-1.0
32,2,8,3,-1.0
32,3,4,2,-1.0
32,4,2,1,-1.0
32,5,1,0,-1.0
33,0,33,0,
33,1,100,2,2.0
33,2,50,1,-1.0
33,3,25,0,-1.0
33,4,76,2,2.0
33,5,38,1,-1.0
33,6,19,0,-1.0
33,7,58,1,1.0
33,8,29,0,-1.0
33,9,88,3,3.0
33,10,44,2,-1.0
33,11,22,1,-1.0
33,12,11,0,-1.0
33,13,34,1,1.0
33,14,17,0,-1.0
33,15,52,2,2.0
33,16,26,1,-1.0
33,17,13,0,-1.0
33,18,40,3,3.0
33,19,20,2,-1.0
33,20,10,1,-1.0
33,21,5,0,-1.0
33,22,16,4,4.0
33,23,8,3,-1.0
33,24,4,2,-1.0
33,25,2,1,-1.0
33,26,1,0,-1.0
34,0,34,1,
34,1,17,0,-1.0
34,2,52,2,2.0
34,3,26,1,-1.0
34,4,13,0,-1.0
34,5,40,3,3.0
34,6,20,2,-1.0
34,7,10,1,-1.0
34,8,5,0,-1.0
34,9,16,4,4.0
34,10,8,3,-1.0
34,11,4,2,-1.0
34,12,2,1,-1.0
34,13,1,0,-1.0
35,0,35,0,
35,1,106,1,1.0
35,2,53,0,-1.0
35,3,160,5,5.0
35,4,80,4,-1.0
35,5,40,3,-1.0
35,6,20,2,-1.0
35,7,10,1,-1.0
35,8,5,0,-1.0
35,9,16,4,4.0
35,10,8,3,-1.0
35,11,4,2,-1.0
35,12,2,1,-1.0
35,13,1,0,-1.0
36,0,36,2,
36,1,18,1,-1.0
36,2,9,0,-1.0
36,3,28,2,2.0
36,4,14,1,-1.0
36,5,7,0,-1.0
36,6,22,1,1.0
36,7,11,0,-1.0
36,8,34,1,1.0
36,9,17,0,-1.0
36,10,52,2,2.0
36,11,26,1,-1.0
36,12,13,0,-1.0
36,13,40,3,3.0
36,14,20,2,-1.0
36,15,10,1,-1.0
36,16,5,0,-1.0
36,17,16,4,4.0
36,18,8,3,-1.0
36,19,4,2,-1.0
36,20,2,1,-1.0
36,21,1,0,-1.0
37,0,37,0,
37,1,112,4,4.0
37,2,56,3,-1.0
37,3,28,2,-1.0
37,4,14,1,-1.0
37,5,7,0,-1.0
37,6,22,1,1.0
37,7,11,0,-1.0
37,8,34,1,1.0
37,9,17,0,-1.0
37,10,52,2,2.0
37,11,26,1,-1.0
37,12,13,0,-1.0
37,13,40,3,3.0
37,14,20,2,-1.0
37,15,10,1,-1.0
37,16,5,0,-1.0
37,17,16,4,4.0
37,18,8,3,-1.0
37,19,4,2,-1.0
37,20,2,1,-1.0
37,21,1,0,-1.0
38,0,38,1,
38,1,19,0,-1.0
38,2,58,1,1.0
38,3,29,0,-1.0
38,4,88,3,3.0
38,5,44,2,-1.0
38,6,22,1,-1.0
38,7,11,0,-1.0
38,8,34,1,1.0
38,9,17,0,-1.0
38,10,52,2,2.0
38,11,26,1,-1.0
38,12,13,0,-1.0
38,13,40,3,3.0
38,14,20,2,-1.0
38,15,10,1,-1.0
38,16,5,0,-1.0
38,17,16,4,4.0
38,18,8,3,-1.0
38,19,4,2,-1.0
38,20,2,1,-1.0
38,21,1,0,-1.0
39,0,39,0,
39,1,118,1,1.0
39,2,59,0,-1.0
39,3,178,1,1.0
39,4,89,0,-1.0
39,5,268,2,2.0
39,6,134,1,-1.0
39,7,67,0,-1.0
39,8,202,1,1.0
39,9,101,0,-1.0
39,10,304,4,4.0
39,11,152,3,-1.0
39,12,76,2,-1.0
39,13,38,1,-1.0
39,14,19,0,-1.0
39,15,58,1,1.0
39,16,29,0,-1.0
39,17,88,3,3.0
39,18,44,2,-1.0
39,19,22,1,-1.0
39,20,11,0,-1.0
39,21,34,1,1.0
39,22,17,0,-1.0
39,23,52,2,2.0
39,24,26,1,-1.0
39,25,13,0,-1.0
39,26,40,3,3.0
39,27,20,2,-1.0
39,28,10,1,-1.0
39,29,5,0,-1.0
39,30,16,4,4.0
39,31,8,3,-1.0
39,32,4,2,-1.0
39,33,2,1,-1.0
39,34,1,0,-1.0
40,0,40,3,
40,1,20,2,-1.0
40,2,10,1,-1.0
40,3,5,0,-1.0
40,4,16,4,4.0
40,5,8,3,-1.0
40,6,4,2,-1.0
40,7,2,1,-1.0
40,8,1,0,-1.0
41,0,41,0,
41,1,124,2,2.0
41,2,62,1,-1.0
41,3,31,0,-1.0
41,4,94,1,1.0
41,5,47,0,-1.0
41,6,142,1,1.0
41,7,71,0,-1.0
41,8,214,1,1.0
41,9,107,0,-1.0
41,10,322,1,1.0
41,11,161,0,-1.0
41,12,484,2,2.0
41,13,242,1,-1.0
41,14,121,0,-1.0
41,15,364,2,2.0
41,16,182,1,-1.0
41,17,91,0,-1.0
41,18,274,1,1.0
41,19,137,0,-1.0
41,20,412,2,2.0
41,21,206,1,-1.0
41,22,103,0,-1.0
41,23,310,1,1.0
41,24,155,0,-1.0
41,25,466,1,1.0
41,26,233,0,-1.0
41,27,700,2,2.0
41,28,350,1,-1.0
41,29,175,0,-1.0
41,30,526,1,1.0
41,31,263,0,-1.0
41,32,790,1,1.0
41,33,395,0,-1.0
41,34,1186,1,1.0
41,35,593,0,-1.0
41,36,1780,2,2.0
41,37,890,1,-1.0
41,38,445,0,-1.0
41,39,1336,3,3.0
41,40,668,2,-1.0
41,41,334,1,-1.0
41,42,167,0,-1.0
41,43,502,1,1.0
41,44,251,0,-1.0
41,45,754,1,1.0
41,46,377,0,-1.0
41,47,1132,2,2.0
41,48,566,1,-1.0
41,49,283,0,-1.0
41,50,850,1,1.0
41,51,425,0,-1.0
41,52,1276,2,2.0
41,53,638,1,-1.0
41,54,319,0,-1.0
41,55,958,1,1.0
41,56,479,0,-1.0
41,57,1438,1,1.0
41,58,719,0,-1.0
41,59,2158,1,1.0
41,60,1079,0,-1.0
41,61,3238,1,1.0
41,62,1619,0,-1.0
41,63,4858,1,1.0
41,64,2429,0,-1.0
41,65,7288,3,3.0
41,66,3644,2,-1.0
41,67,1822,1,-1.0
41,68,911,0,-1.0
41,69,2734,1,1.0
41,70,1367,0,-1.0
41,71,4102,1,1.0
41,72,2051,0,-1.0
41,73,6154,1,1.0
41,74,3077,0,-1.0
41,75,9232,4,4.0
41,76,4616,3,-1.0
41,77,2308,2,-1.0
41,78,1154,1,-1.0
41,79,577,0,-1.0
41,80,1732,2,2.0
41,81,866,1,-1.0
41,82,433,0,-1.0
41,83,1300,2,2.0
41,84,650,1,-1.0
41,85,325,0,-1.0
41,86,976,4,4.0
41,87,488,3,-1.0
41,88,244,2,-1.0
41,89,122,1,-1.0
41,90,61,0,-1.0
41,91,184,3,3.0
41,92,92,2,-1.0
41,93,46,1,-1.0
41,94,23,0,-1.0
41,95,70,1,1.0
41,96,35,0,-1.0
41,97,106,1,1.0
41,98,53,0,-1.0
41,99,160,5,5.0
41,100,80,4,-1.0
41,101,40,3,-1.0
41,102,20,2,-1.0
41,103,10,1,-1.0
41,104,5,0,-1.0
41,105,16,4,4.0
41,106,8,3,-1.0
41,107,4,2,-1.0
41,108,2,1,-1.0
41,109,1,0,-1.0
42,0,42,1,
42,1,21,0,-1.0
42,2,64,6,6.0
42,3,32,5,-1.0
42,4,16,4,-1.0
42,5,8,3,-1.0
42,6,4,2,-1.0
42,7,2,1,-1.0
42,8,1,0,-1.0
43,0,43,0,
43,1,130,1,1.0
43,2,65,0,-1.0
43,3,196,2,2.0
43,4,98,1,-1.0
43,5,49,0,-1.0
43,6,148,2,2.0
43,7,74,1,-1.0
43,8,37,0,-1.0
43,9,112,4,4.0
43,10,56,3,-1.0
43,11,28,2,-1.0
43,12,14,1,-1.0
43,13,7,0,-1.0
43,14,22,1,1.0
43,15,11,0,-1.0
43,16,34,1,1.0
43,17,17,0,-1.0
43,18,52,2,2.0
43,19,26,1,-1.0
43,20,13,0,-1.0
43,21,40,3,3.0
43,22,20,2,-1.0
43,23,10,1,-1.0
43,24,5,0,-1.0
43,25,16,4,4.0
43,26,8,3,-1.0
43,27,4,2,-1.0
43,28,2,1,-1.0
43,29,1,0,-1.0
44,0,44,2,
44,1,22,1,-1.0
44,2,11,0,-1.0
44,3,34,1,1.0
44,4,17,0,-1.0
44,5,52,2,2.0
44,6,26,1,-1.0
44,7,13,0,-1.0
44,8,40,3,3.0
44,9,20,2,-1.0
44,10,10,1,-1.0
44,11,5,0,-1.0
44,12,16,4,4.0
44,13,8,3,-1.0
44,14,4,2,-1.0
44,15,2,1,-1.0
44,16,1,0,-1.0
45,0,45,0,
45,1,136,3,3.0
45,2,68,2,-1.0
45,3,34,1,-1.0
45,4,17,0,-1.0
45,5,52,2,2.0
45,6,26,1,-1.0
45,7,13,0,-1.0
45,8,40,3,3.0
45,9,20,2,-1.0
45,10,10,1,-1.0
45,11,5,0,-1.0
45,12,16,4,4.0
45,13,8,3,-1.0
45,14,4,2,-1.0
45,15,2,1,-1.0
45,16,1,0,-1.0
46,0,46,1,
46,1,23,0,-1.0
46,2,70,1,1.0
46,3,35,0,-1.0
46,4,106,1,1.0
46,5,53,0,-1.0
46,6,160,5,5.0
46,7,80,4,-1.0
46,8,40,3,-1.0
46,9,20,2,-1.0
46,10,10,1,-1.0
46,11,5,0,-1.0
46,12,16,4,4.0
46,13,8,3,-1.0
46,14,4,2,-1.0
46,15,2,1,-1.0
46,16,1,0,-1.0
47,0,47,0,
47,1,142,1,1.0
47,2,71,0,-1.0
47,3,214,1,1.0
47,4,107,0,-1.0
47,5,322,1,1.0
47,6,161,0,-1.0
47,7,484,2,2.0
47,8,242,1,-1.0
47,9,121,0,-1.0
47,10,364,2,2.0
47,11,182,1,-1.0
47,12,91,0,-1.0
47,13,274,1,1.0
47,14,137,0,-1.0
47,15,412,2,2.0
47,16,206,1,-1.0
47,17,103,0,-1.0
47,18,310,1,1.0
47,19,155,0,-1.0
47,20,466,1,1.0
47,21,233,0,-1.0
47,22,700,2,2.0
47,23,350,1,-1.0
47,24,175,0,-1.0
47,25,526,1,1.0
47,26,263,0,-1.0
47,27,790,1,1.0
47,28,395,0,-1.0
47,29,1186,1,1.0
47,30,593,0,-1.0
47,31,1780,2,2.0
47,32,890,1,-1.0
47,33,445,0,-1.0
47,34,1336,3,3.0
47,35,668,2,-1.0
47,36,334,1,-1.0
47,37,167,0,-1.0
47,38,502,1,1.0
47,39,251,0,-1.0
47,40,754,1,1.0
47,41,377,0,-1.0
47,42,1132,2,2.0
47,43,566,1,-1.0
47,44,283,0,-1.0
47,45,850,1,1.0
47,46,425,0,-1.0
47,47,1276,2,2.0
47,48,638,1,-1.0
47,49,319,0,-1.0
47,50,958,1,1.0
47,51,479,0,-1.0
47,52,1438,1,1.0
47,53,719,0,-1.0
47,54,2158,1,1.0
47,55,1079,0,-1.0
47,56,3238,1,1.0
47,57,1619,0,-1.0
47,58,4858,1,1.0
47,59,2429,0,-1.0
47,60,7288,3,3.0
47,61,3644,2,-1.0
47,62,1822,1,-1.0
47,63,911,0,-1.0
47,64,2734,1,1.0
47,65,1367,0,-1.0
47,66,4102,1,1.0
47,67,2051,0,-1.0
47,68,6154,1,1.0
47,69,3077,0,-1.0
47,70,9232,4,4.0
47,71,4616,3,-1.0
47,72,2308,2,-1.0
47,73,1154,1,-1.0
47,74,577,0,-1.0
47,75,1732,2,2.0
47,76,866,1,-1.0
47,77,433,0,-1.0
47,78,1300,2,2.0
47,79,650,1,-1.0
47,80,325,0,-1.0
47,81,976,4,4.0
47,82,488,3,-1.0
47,83,244,2,-1.0
47,84,122,1,-1.0
47,85,61,0,-1.0
47,86,184,3,3.0
47,87,92,2,-1.0
47,88,46,1,-1.0
47,89,23,0,-1.0
47,90,70,1,1.0
47,91,35,0,-1.0
47,92,106,1,1.0
47,93,53,0,-1.0
47,94,160,5,5.0
47,95,80,4,-1.0
47,96,40,3,-1.0
47,97,20,2,-1.0
47,98,10,1,-1.0
47,99,5,0,-1.0
47,100,16,4,4.0
47,101,8,3,-1.0
47,102,4,2,-1.0
47,103,2,1,-1.0
47,104,1,0,-1.0
48,0,48,4,
48,1,24,3,-1.0
48,2,12,2,-1.0
48,3,6,1,-1.0
48,4,3,0,-1.0
48,5,10,1,1.0
48,6,5,0,-1.0
48,7,16,4,4.0
48,8,8,3,-1.0
48,9,4,2,-1.0
48,10,2,1,-1.0
48,11,1,0,-1.0
49,0,49,0,
49,1,148,2,2.0
49,2,74,1,-1.0
49,3,37,0,-1.0
49,4,112,4,4.0
49,5,56,3,-1.0
49,6,28,2,-1.0
49,7,14,1,-1.0
49,8,7,0,-1.0
49,9,22,1,1.0
49,10,11,0,-1.0
49,11,34,1,1.0
49,12,17,0,-1.0
49,13,52,2,2.0
49,14,26,1,-1.0
49,15,13,0,-1.0
49,16,40,3,3.0
49,17,20,2,-1.0
49,18,10,1,-1.0
49,19,5,0,-1.0
49,20,16,4,4.0
49,21,8,3,-1.0
49,22,4,2,-1.0
49,23,2,1,-1.0
49,24,1,0,-1.0
50,0,50,1,
50,1,25,0,-1.0
50,2,76,2,2.0
50,3,38,1,-1.0
50,4,19,0,-1.0
50,5,58,1,1.0
50,6,29,0,-1.0
50,7,88,3,3.0
50,8,44,2,-1.0
50,9,22,1,-1.0
50,10,11,0,-1.0
50,11,34,1,1.0
50,12,17,0,-1.0
50,13,52,2,2.0
50,14,26,1,-1.0
50,15,13,0,-1.0
